Date;Open;High;Low;Close;Volume
2018-04-13;239.7357312462087;239.85228191828458;236.6876028596721;237.70960998535156;85079200
2018-04-16;239.36816520886327;240.44398813105545;238.5344174917867;239.66400146484375;63405300
2018-04-17;241.45706018495193;242.83769343952926;240.93709634999874;242.2280731201172;64682000
2018-04-18;242.67632123675136;243.22317926545725;241.94117638827595;242.40737915039062;57303900
2018-04-19;241.74393586309262;241.95014302936482;240.01367798736126;241.06260681152344;77655900
2018-04-20;240.9908725495299;241.21500006965405;238.1220293482144;239.01853942871094;99953100
2018-04-23;239.60130597010541;240.16611172919295;237.88896833960686;238.9827117919922;65558000
2018-04-24;240.02262836548474;240.24675586195144;234.24012801291812;235.7642059326172;112885500
2018-04-25;235.70145078323003;236.7951940933804;233.85464234533399;236.34693908691406;103840900
2018-04-26;237.38688742128014;239.59229433150676;236.9386324272081;238.74957275390625;67731900
2018-04-27;239.36814513663876;239.6729552218602;238.02338027632055;238.9736785888672;57053600
2018-04-30;239.60126671001768;240.16607237655847;237.06412813798738;237.1358642578125;82182300
2018-05-01;236.56215614498586;237.66487360582704;234.98428934430027;237.5572967529297;74203400
2018-05-02;237.35997909078216;238.18475290957704;235.5669592211961;235.96142578125;86368900
2018-05-03;235.11870632068533;236.10484537017706;232.24088970599672;235.44143676757812;136311500
2018-05-04;234.45528328265448;239.17990845094226;234.12357896307049;238.4895782470703;91222100
2018-05-07;239.269523035646;240.28255616754598;238.57021909929244;239.29641723632812;55304900
2018-05-08;238.91987106746922;239.66396219254776;237.70957731815494;239.29641723632812;67499200
2018-05-09;239.97772070649384;241.94107922640714;239.4487832428573;241.609375;59666100
2018-05-10;242.36255236501793;244.20041460097863;242.2549755237556;243.86868286132812;72063900
2018-05-11;243.9942140142327;244.88175033796816;243.4742227883105;244.61280822753906;59871500
2018-05-14;245.05203954881242;245.71544819229405;244.1734499014961;244.72930908203125;54790600
2018-05-15;243.4831654545452;243.50108580650502;242.0846119408318;243.04388427734375;87036100
2018-05-16;243.07968749429386;244.53202903576204;243.05276593456202;244.06582641601562;53942600
2018-05-17;243.79693316792844;244.95343873602755;243.07076225196982;243.8596954345703;56536400
2018-05-18;243.5100718866527;243.87764431515146;242.89147772153495;243.2500762939453;64368000
2018-05-21;244.7562032490899;245.62581904130977;244.3617366613213;245.0789337158203;58025900
2018-05-22;245.60789233898845;245.86788792119097;244.06589391654126;244.39759826660156;52966400
2018-05-23;243.10666008285793;245.0969136338422;242.9452674689703;245.0699920654297;64694200
2018-05-24;244.66650140205732;244.94441726108246;242.75693108343953;244.56787109375;76043800
2018-05-25;243.98526000976562;244.62177462911865;243.474242599051;243.98526000976562;56374800
2018-05-29;242.33559788179193;243.1066106512728;240.04950849559967;241.17909240722656;115908600
2018-05-30;242.50597514195863;244.84585330383254;242.43426637410082;244.39759826660156;69678400
2018-05-31;243.98519057997765;244.2900006963001;242.29080090993324;242.90042114257812;93519900
2018-06-01;244.21826151971214;245.58992055199434;244.14652540756205;245.2851104736328;71258400
2018-06-04;246.11894867351484;246.7106486996006;245.87690076438363;246.45065307617188;45385200
2018-06-05;246.58513243730172;247.01546720511917;245.8051729000813;246.62997436523438;51135000
2018-06-06;247.24846573188483;248.79941030344966;246.62089787656177;248.69183349609375;62732200
2018-06-07;249.18495386560969;249.4807901137658;247.74155860583224;248.6649627685547;72969400
2018-06-08;248.19882623553232;249.4539349015383;248.02848712807614;249.400146484375;72139700
2018-06-11;249.62429571491282;250.4580436127594;249.50774501448538;249.73187255859375;58892500
2018-06-12;250.15313786137114;250.4220798678204;249.40007288400432;250.05453491210938;72329000
2018-06-13;250.29657698106914;250.55657248755023;249.05041520802905;249.25662231445312;79070600
2018-06-14;250.13531435884937;250.42217682369005;249.28361874316116;249.88429260253906;77097600
2018-06-15;249.0881164701625;249.90760704562888;247.96244713279026;249.56539916992188;120041600
2018-06-18;248.08857473256958;249.17824273225258;247.60230523480436;249.05215454101562;52917600
2018-06-19;246.7467460840021;248.32268333088896;246.32349326698017;248.09754943847656;97531500
2018-06-20;248.79100850410464;249.19626059545982;248.17865077322332;248.52085876464844;53785500
2018-06-21;248.5117823506369;248.52981065019776;246.45856239866944;246.96286010742188;71061400
2018-06-22;248.2417436929435;248.35881776378886;247.18810453751144;247.41323852539062;54898500
2018-06-25;246.24244445165778;246.4045342559002;242.33412343932736;244.04513549804688;137854200
2018-06-26;244.62150885611223;245.44998623598397;243.85604808315506;244.58547973632812;68547400
2018-06-27;245.1798578322736;246.6297071140243;242.40619249354486;242.55929565429688;105110700
2018-06-28;242.50525864515367;244.7205687017801;241.78481361873648;243.9461212158203;76650500
2018-06-29;245.05376417615975;246.4405968145847;244.1802434696552;244.2973175048828;97592500
2018-07-02;242.7033284061643;244.9816820937801;242.46016623557912;244.81956481933594;63554800
2018-07-03;245.72913428052217;245.82820748301714;243.52283864404555;243.955078125;42187100
2018-07-05;245.09875812311174;246.00828028651543;244.00909038541855;245.9452362060547;56925900
2018-07-06;245.97239867269232;248.4038292098179;245.58514733388122;248.02561950683594;66493700
2018-07-09;249.04307592721753;250.31283425150008;248.99806014609564;250.25880432128906;50550400
2018-07-10;250.71809392981632;251.2584207307249;250.42090182234338;251.1593475341797;51966800
2018-07-11;249.58339808671033;250.38488784025856;249.01605634784568;249.32223510742188;77054700
2018-07-12;250.60116743001834;251.63677837676462;249.98880952020752;251.58274841308594;60124700
2018-07-13;251.40261307528127;252.0870016544702;250.94333098334832;251.78082275390625;48216000
2018-07-16;251.82578018785884;251.96984169486933;251.10533524198325;251.55560302734375;48201000
2018-07-17;250.77221628515233;252.96952593175828;250.7181863333647;252.5732879638672;52315500
2018-07-18;252.6543158509246;253.21264363652136;252.20404796161483;253.10458374023438;44593500
2018-07-19;252.42923414099496;252.81645801020787;251.66377307433868;252.1500701904297;61412100
2018-07-20;251.9428307934851;252.5822308461757;251.69969607904542;251.86178588867188;82337700
2018-07-23;251.6546916643273;252.5371989891709;251.30346957876733;252.33009338378906;47047600
2018-07-24;253.76194029624736;254.4553428307273;252.71731567819353;253.59982299804688;68026900
2018-07-25;253.3478034044216;256.0854407838226;253.30278759327408;255.76126098632812;78882900
2018-07-26;255.03168467212757;255.8511478573429;254.9326114686028;255.15774536132812;57919500
2018-07-27;255.4910097303307;255.59008296123432;252.49223754267123;253.42880249023438;76768700
2018-07-30;253.50984465126498;253.67193450133342;251.57367067415063;252.10501098632812;63742500
2018-07-31;252.87935719259855;253.96899739070028;252.49213354531227;253.34762573242188;68570500
2018-08-01;253.55487033734292;254.06818236475033;252.26711067462446;252.9244842529297;53853300
2018-08-02;251.6006847450914;254.4733683711068;251.393551638592;254.3022918701172;63426400
2018-08-03;254.4283422326065;255.44595193880028;254.2482241053948;255.3919219970703;53935400
2018-08-06;255.4279555236852;256.64365671574126;255.03171762272072;256.3284912109375;39400900
2018-08-07;257.0038807865217;257.56220848898937;256.86877845410726;257.1749572753906;43196600
2018-08-08;257.00396945357255;257.47223825670693;256.59871728085005;257.0669860839844;42114600
2018-08-09;257.12996750316086;257.52620542542394;256.58065389585084;256.7157287597656;35717000
2018-08-10;255.2568753489389;255.80618897794923;254.2752671739844;254.99571228027344;77076000
2018-08-13;255.27492859326603;255.8963006015937;253.74400647491566;254.04119873046875;65732900
2018-08-14;254.7795410507981;255.90521053757283;254.38330319288016;255.66204833984375;43842000
2018-08-15;254.29328714654943;254.43737616308644;252.29409670062452;253.75296020507812;102925400
2018-08-16;255.21176507532226;256.68865654388736;255.17573595892316;255.80612182617188;69967900
2018-08-17;255.59899640450845;257.1569328199466;255.18475774110112;256.7066650390625;65618500
2018-08-20;257.165983415096;257.52619219441874;256.7067014192128;257.25604248046875;39807500
2018-08-21;257.778330089273;258.7328956807246;257.2920331427441;257.859375;67272000
2018-08-22;257.445166281497;258.2376421437982;257.1749890654378;257.7063293457031;44993300
2018-08-23;257.5261339811831;258.39965450172156;257.0398371238312;257.3640441894531;49204900
2018-08-24;257.9493843107786;259.0570528414118;257.89535438071476;258.9129638671875;57487400
2018-08-27;260.12870948183166;261.0652742341678;259.9666196637831;260.95721435546875;57072400
2018-08-28;261.4254934571392;261.5335808223322;260.615016852281;261.08331298828125;46943500
2018-08-29;261.29941506496766;262.7222492320925;261.0562803446201;262.4881286621094;61485500
2018-08-30;262.00186263978014;262.38007224937127;260.82216305386896;261.4255065917969;61229500
2018-08-31;261.0112259431754;261.8847465441312;260.5159423732391;261.4344787597656;66140800
2018-09-04;261.01123738106855;261.3444311589538;259.96661277770374;260.9842224121094;57594400
2018-09-05;260.62400723622494;260.83114031457967;259.2552030391153;260.28179931640625;72452400
2018-09-06;260.38981229088046;260.695991037108;258.4536666261757;259.498291015625;65909900
2018-09-07;258.4357822901786;259.98470501648535;258.19262002757927;258.9941101074219;73524800
2018-09-10;260.0206644842675;260.2908416786441;259.24621698782437;259.4443359375;50210900
2018-09-11;258.7868811321052;260.750041917998;258.43568657933025;260.2997741699219;50530500
2018-09-12;260.3088240652906;260.9752116296609;259.56139159299687;260.36285400390625;59810800
2018-09-13;261.4435469665342;262.09193380936944;261.1553689292362;261.9028015136719;51034200
2018-09-14;262.10996583602616;262.29907067206705;261.1554000207311;261.9478759765625;55079900
2018-09-17;261.8937153906853;261.9297170200484;260.2817493064949;260.5609130859375;68244000
2018-09-18;260.7771256001223;262.5781970670211;260.7501106274056;261.974853515625;61930400
2018-09-19;262.02880290343046;262.6771895314621;261.9027147480705;262.2539367675781;49080600
2018-09-20;263.53279414251773;264.7034796205232;262.27202211122574;264.3792724609375;100360600
2018-09-21;265.1328048406586;265.25040885189657;263.9749022483219;264.1377258300781;105479700
2018-09-24;263.54970590822444;263.69444716800075;262.6722310003493;263.2602233886719;53409600
2018-09-25;263.7216488056378;263.8301978753247;262.77181683929825;263.01605224609375;44370000
2018-09-26;263.1608146731444;264.3639371008911;261.8038959799385;262.22906494140625;79739700
2018-09-27;262.7083796609042;264.06529768894103;262.42795214363537;262.961669921875;59249500
2018-09-28;262.3284842366154;263.49544170976174;262.2923196251839;262.9888610839844;70091400
2018-10-01;264.24622574437416;264.9880142876407;263.224037266833;263.9024963378906;62078900
2018-10-02;263.7486877441406;264.4723663433093;263.36876614187616;263.7486877441406;47258200
2018-10-03;264.81621885765713;265.24138777983086;263.53168473982447;263.8935241699219;64694600
2018-10-04;263.4049795632782;263.4592540879459;260.22075448761655;261.8309631347656;111545900
2018-10-05;262.0570681219121;262.58173096632197;258.9180631903876;260.3654479980469;105951700
2018-10-08;259.66887904828894;260.7272872983194;258.26674140726936;260.3654479980469;87742200
2018-10-09;259.9765378351687;261.30629139179473;259.4156550289494;259.9855651855469;74339000
2018-10-10;259.46999034506194;259.5423748045019;251.37372506156518;251.75364685058594;214731000
2018-10-11;250.6499501011032;252.2963510217994;244.57095467640374;246.2083282470703;274840500
2018-10-12;250.36949229778352;250.65897480844785;246.38920439914966;249.6277313232422;183186500
2018-10-15;249.2658384938089;250.61372921622774;248.13507343512427;248.2255401611328;102263700
2018-10-16;250.21577401087052;254.0332391173965;249.7363305840437;253.65328979492188;118255800
2018-10-17;253.68949240557765;254.33175945123102;251.08420439214976;253.69854736328125;110626000
2018-10-18;252.74867273297758;253.35477512479036;248.7412468436436;250.0348358154297;134557500
2018-10-19;250.69517200357234;252.658164928631;249.1935125070662;249.89910888671875;139901600
2018-10-22;250.57757419163545;250.90322132571146;248.23463195512335;248.77740478515625;82415800
2018-10-23;245.10469629864915;248.65076080281162;242.98787937338506;247.5109405517578;146352700
2018-10-24;247.2576437967542;247.6466480289696;239.45086359552633;240.01171875;177806700
2018-10-25;241.8751908157566;245.88261584455265;240.83489240873465;244.317626953125;138061500
2018-10-26;240.55451275780874;245.14993105279035;237.27076572185754;240.02076721191406;201574600
2018-10-29;243.15975025729497;244.47144900038907;235.0634875666472;238.6909637451172;160749100
2018-10-30;238.51909389735167;242.5446013360998;238.02154065891884;242.2279815673828;157116000
2018-10-31;244.83323733130578;247.16715179914848;244.35379406567424;244.81515502929688;128296300
2018-11-01;245.69267387176095;247.6195022342708;244.58904590671915;247.4204864501953;99495000
2018-11-02;248.5421792354544;248.97640299013665;243.87437739726116;245.9550018310547;122634100
2018-11-05;246.45254281714045;247.87279055546023;245.46651886057302;247.3119354248047;65622500
2018-11-06;247.24863156861835;249.0397461899871;247.18530208431778;248.87692260742188;60085900
2018-11-07;251.0841550541384;254.28648990859992;250.6499312683659;254.205078125;102752100
2018-11-08;253.39090138187703;254.39503524478346;252.58581090696595;253.74371337890625;65584900
2018-11-09;252.41389250062608;252.60385329623955;249.83574270531346;251.26504516601562;98812600
2018-11-12;250.74951051187801;250.99374591873084;246.0455150427611;246.57020568847656;99673600
2018-11-13;247.04052931968508;249.06685170641305;245.3760462725054;246.10877990722656;98176600
2018-11-14;248.00843383515374;248.4154926787672;242.8431069491381;244.42617797851562;125335900
2018-11-15;243.14162657970422;247.44758878747876;241.54047318374128;246.9771728515625;135101400
2018-11-16;245.86452666243235;248.54217070800934;245.3398361927053;247.61947631835938;126668000
2018-11-19;247.00441595668008;247.30295352187633;242.49946366899883;243.43121337890625;103061700
2018-11-20;240.04785764973616;241.53143476988876;238.04867260488894;238.9261474609375;136021300
2018-11-21;240.5001356680022;241.6670928904527;239.7312375449464;239.74026489257812;75563700
2018-11-23;238.07578491287595;239.5593618775443;237.97629084178058;238.1391143798828;42807900
2018-11-26;240.42783055279023;242.2099176995108;240.0297989743753;241.9837646484375;79981400
2018-11-27;240.9344439296052;242.79794311523438;240.31931417264707;242.79794311523438;75502400
2018-11-28;243.883461265434;248.38841247558597;242.73458607202235;248.38841247558594;127629600
2018-11-29;247.60133341452266;249.2658161187075;246.44343120263034;247.84559631347656;82346400
2018-11-30;247.69179479748604;249.92618740901594;247.36614774798326;249.3562774658203;98204200
2018-12-03;253.54464123910282;253.65319025819178;251.0388760265779;252.65811157226562;103176300
2018-12-04;251.81689756545586;252.25112136649304;244.15483100948532;244.47145080566406;177986000
2018-12-06;240.55449101660207;244.2181594242671;237.40643058761205;244.10055541992188;204185400
2018-12-07;243.7568015328119;245.34892787712963;237.57831220540808;238.42864990234375;161018900
2018-12-10;238.2477113433868;239.86697491562094;233.95080338172798;238.88095092773438;151445900
2018-12-11;242.1285064240497;242.3184672575109;237.44262182151584;238.9352264404297;121504400
2018-12-12;241.9566308310475;243.3406864190565;240.05693965367314;240.1383514404297;97976700
2018-12-13;241.09722903093837;241.97470395255166;238.92616531344788;240.0569305419922;96662700
2018-12-14;237.87683484962585;238.84477660434922;235.06350394036937;235.62435913085938;116961100
2018-12-17;234.65638170344147;235.7871468693279;229.34631290149014;231.0017547607422;165492300
2018-12-18;232.66627669450838;233.34473586728797;229.12018460455437;230.7484893798828;134515100
2018-12-19;230.829899039409;234.6564048736823;225.5650630848944;227.29286193847656;214992800
2018-12-20;226.02638056691424;227.61849289872418;221.3133454376894;223.5929718017578;252053400
2018-12-21;224.5074922001861;227.20988139953312;218.3565932541646;219.01171875;255345600
2018-12-24;217.50124953955438;219.1390629763365;213.161061286948;213.22474670410156;147311600
2018-12-26;214.70789081789002;223.99790954589844;212.69701707218877;223.99790954589844;218485400
2018-12-27;220.71321412289953;225.9178002146355;217.42849295524357;225.71763610839844;186267300
2018-12-28;227.09154653300433;228.7475478543602;224.24357135759385;225.4264373779297;153100200
2018-12-31;227.0733772102394;227.64661546075507;225.17170013280466;227.40093994140625;144299400
2019-01-02;223.8159561891046;228.5747167798688;223.78866045128262;227.63751220703125;126925200
2019-01-03;225.8631964049017;226.1725712079577;221.71407807952005;222.20542907714844;144140700
2019-01-04;225.2808781070317;230.3035019127103;224.89872390975864;229.64837646484375;142628800
2019-01-07;229.9213664373982;232.8876190961829;229.01147145059232;231.45909118652344;103139100
2019-01-08;233.6791783907536;234.12501793643858;231.11326850917874;233.6336669921875;102512600
2019-01-09;234.35251046584284;235.5808740413283;233.10595899013938;234.72557067871094;95006600
2019-01-10;233.16965364142595;235.80834304530117;232.47812469792456;235.55357360839844;96823900
2019-01-11;234.46169706683423;235.67187276101404;233.8702709709613;235.6445770263672;73858100
2019-01-14;233.7155430001686;235.0257936102595;233.30610703937955;234.20689392089844;70908200
2019-01-15;234.58906547100085;237.20956673086346;234.57995763802884;236.89109802246094;85208300
2019-01-16;237.32787953422985;238.36517307055672;237.11862147421917;237.46438598632812;77636700
2019-01-17;236.5817722489994;240.13946449598538;236.5362608451702;239.2659454345703;96118400
2019-01-18;241.10393498587473;242.92372459255802;239.30233327885537;242.4505615234375;127900300
2019-01-22;240.9583712512451;241.17673713898714;237.53715758174863;239.17495727539062;115531200
2019-01-23;240.22137281727808;240.9310897621956;237.17321920428745;239.67543029785156;86030300
2019-01-24;239.49341922993355;240.39423402683047;238.4652335914052;239.8027801513672;59204100
2019-01-25;241.67713855572103;242.6689482989801;239.90286040002852;241.8318328857422;96883400
2019-01-28;239.65722456452787;240.05755276334628;238.20138721030364;239.99388122558594;85613700
2019-01-29;240.1394856045326;240.71269609375096;238.82923466502493;239.67543029785156;66136300
2019-01-30;241.21314394299185;244.32496895618317;240.43972772315337;243.46966552734375;92473700
2019-01-31;243.40596504757863;246.09924586083537;243.18757141508698;245.60789489746094;104012100
2019-02-01;245.8080377002463;246.76344375723758;244.92543876626578;245.7261505126953;85782500
2019-02-04;245.77169076282155;247.5187011364196;245.08926960822336;247.4550018310547;60744800
2019-02-05;247.8917299219406;248.80162467932027;247.38219107923075;248.4922637939453;79552800
2019-02-06;248.21023003222518;248.7106611049608;247.4186259360346;248.1647186279297;58347800
2019-02-07;246.5269007086259;247.0819232111849;244.11568502873254;245.7989959716797;95482000
2019-02-08;244.53428367299986;246.1993793216703;243.6971680468768;246.09930419921875;75788900
2019-02-11;246.76354874651685;247.0273983182906;245.69895931984527;246.2357940673828;68021400
2019-02-12;247.87357443410426;249.78433146021666;247.80076729403467;249.40219116210938;72270200
2019-02-13;250.2483328834904;251.0672325424373;249.8206812729163;250.21192932128906;65277200
2019-02-14;249.11097899313606;250.803397636464;248.2829714536293;249.65692138671875;83234400
2019-02-15;251.45857587406587;252.413982311347;251.24931778962517;252.37757873535156;97088700
2019-02-19;251.5677793487613;253.47853663264692;251.5586715130769;252.8143310546875;59120800
2019-02-20;252.77787957193337;253.7878772687707;252.2683406904288;253.32382202148438;76610800
2019-02-21;252.67778883416716;253.04174118875144;251.44942534063355;252.4230194091797;64214700
2019-02-22;253.05083405023527;254.18820257068927;252.4048165055975;253.98805236816406;78114600
2019-02-25;255.4348246926193;255.96255155691225;254.25194457201863;254.33383178710938;69030700
2019-02-26;253.97892746746822;255.0434887811167;253.76964167736523;254.1518096923828;56844100
2019-02-27;253.42388350424983;254.39747758071735;252.4776129281886;254.04263305664062;56921600
2019-02-28;253.82421214870303;254.27007942397876;253.24189399277057;253.56944274902344;69268300
2019-03-01;255.1709588998939;255.57131492583346;253.69693342611274;255.15277099609375;78880500
2019-03-04;256.22629682997325;256.471958348647;251.89519012299303;254.22451782226562;106494600
2019-03-05;254.3519777228964;254.55215567194406;253.32379224677805;253.87881469726562;59114600
2019-03-06;253.9971714905492;254.00627932580488;252.01360715013988;252.34115600585938;75039800
2019-03-07;251.8861816318736;252.031768141467;249.37489070280273;250.23019409179688;94885100
2019-03-08;248.34672130702992;249.90263384287323;247.87358594575647;249.72975158691406;85795800
2019-03-11;250.457661085042;253.51489440109427;250.4303653507125;253.3511199951172;65098900
2019-03-12;253.91525517381334;254.8342578600112;253.72418502987668;254.30650329589844;79667500
2019-03-13;255.20728048244106;256.93607489295846;255.04347832969782;255.98977661132812;80639200
2019-03-14;256.0171046858239;256.444756367991;255.38019496347684;255.82603454589844;67518400
2019-03-15;256.38627078307627;257.91247267073993;256.19433113556886;257.0899658203125;81309000
2019-03-18;257.3091909864764;258.32363708008;257.0807154029721;258.02203369140625;62199800
2019-03-19;259.10068967000467;259.87748503148464;257.18148748669574;258.08624267578125;90268100
2019-03-20;257.86679080766885;259.09141708659274;256.18521317585856;257.3092956542969;84609200
2019-03-21;256.4776565938671;260.62675460079043;256.43194472668404;260.21551513671875;79550400
2019-03-22;258.8354849391563;259.36553615391347;255.1433107763989;255.20729064941406;122659300
2019-03-25;254.8600051508844;256.06636323651577;253.7359228398083;255.015380859375;85575200
2019-03-26;256.79750898818;257.88505542493414;255.4906348297601;256.91632080078125;68125900
2019-03-27;256.9071200496009;257.50117899051645;254.0009167744235;255.5728302001953;72224700
2019-03-28;256.2126648614426;256.99860791073314;255.04287035056979;256.5416564941406;56238500
2019-03-29;258.07699282774666;258.4882323022946;256.934614470508;258.15924072265625;82186800
2019-04-01;260.18804726763335;261.5223370794931;259.91385978952053;261.2207336425781;77617900
2019-04-02;261.41270424005586;261.58634796308917;260.54448562488926;261.3487243652344;40070400
2019-04-03;262.5825165741173;262.9846359720638;261.14768271735784;261.760009765625;68243200
2019-04-04;262.08900384002254;262.710450955486;261.3853088319326;262.4545593261719;48997500
2019-04-05;263.130913809759;263.7797770066855;262.83845821195246;263.7249450683594;58621700
2019-04-08;263.2953997159272;264.03565874557205;262.6282406379325;263.9259948730469;53566300
2019-04-09;262.94812880783957;263.2771204462032;262.01595794237426;262.57342529296875;66142300
2019-04-10;262.9937773910738;263.56042050881246;262.57338994638843;263.4690246582031;52601500
2019-04-11;263.96245861880755;263.9716065690462;262.82008044267263;263.3958435058594;55093100
2019-04-12;265.03175075460433;265.4612860869483;263.44156917490665;265.177978515625;69727800
2019-04-15;265.25110769942415;265.3516514981285;264.19097723269755;265.0043640136719;49596700
2019-04-16;265.8999693700103;265.95480129413136;264.57479946019987;265.177978515625;52153200
2019-04-17;266.3112070720836;266.33862303396614;264.1086985005409;264.52911376953125;58268300
2019-04-18;265.12323771397234;265.324297468218;263.80721530256494;265.05010986328125;68708500
